brand,model,announced,display_resolution,OS,internal_memory,RAM,battery,approx_price_EUR
Oppo,R817 Real,2012  October,4.0 inches (~58.8% screen-to-body ratio),Android,4.0,1.0,Li-Ion 1710 mAh battery,100.0
QMobile,Noir i5i,2014  May,4.5 inches (~62.9% screen-to-body ratio),Android,4.0,1.0,Li-Ion 1700 mAh battery,80.0
QMobile,Noir A550,2014  April,4.5 inches (~64.1% screen-to-body ratio),Android,4.0,1.0,Li-Ion 1700 mAh battery,140.0
Spice,Mi-496 Spice Coolpad 2,2013  November,4.5 inches,Android,4.0,1.0,Li-Ion 1700 mAh battery,110.0
Karbonn,S1 Titanium,2013  January,4.5 inches (~62.8% screen-to-body ratio),Android,4.0,1.0,Li-Ion 1600 mAh battery,150.0
Karbonn,Titanium S1 Plus,2014  May,4.0 inches (~51.3% screen-to-body ratio),Android,4.0,1.0,Li-Ion 1500 mAh battery,80.0
Celkon,A43,2014  July,4.0 inches (~58.3% screen-to-body ratio),Android,4.0,1.0,Li-Ion 1400 mAh battery,80.0
Samsung,Galaxy S Blaze 4G T769,2012  January,3.97 inches (~58.4% screen-to-body ratio),Android,3.0,1.0,Removable Li-Ion 1750 mAh battery,140.0
LG,Optimus 4G LTE P935,2011  November,4.5 inches (~61.4% screen-to-body ratio),Android,2.0,1.0,Removable Li-Ion 1830 mAh battery,220.0
Nokia,700,2011  August,3.2 inches (~50.6% screen-to-body ratio),Symbian,2.0,1.0,Removable Li-Ion 1080 mAh battery (BP-5Z),140.0
Karbonn,Smart Tab 10,2012,9.7 inches,Android,1.5,1.0,Non-removable Li-Ion 6000 mAh battery,140.0
Karbonn,Smart Tab 8,2012,8.0 inches,Android,1.5,1.0,Non-removable Li-Ion 4500 mAh battery,100.0
HTC,EVO 3D,2011  Q1,4.3 inches (~62.2% screen-to-body ratio),Android,1.0,1.0,Removable Li-Ion 1730 mAh battery,150.0
HTC,Sensation XL,2011  October,4.7 inches (~67.1% screen-to-body ratio),Android,16.0,0.75,Removable Li-Ion 1600 mAh battery,170.0
Samsung,I8530 Galaxy Beam,2012  February,4.0 inches (~57.2% screen-to-body ratio),Android,8.0,0.75,Removable Li-Ion 2000 mAh battery,240.0
HTC,Panache,2011  June,3.8 inches (~53.8% screen-to-body ratio),Android,8.0,0.75,Removable Li-Ion 1400 mAh battery,200.0
BlackBerry,Torch 9810,2011  August,3.2 inches (~46.1% screen-to-body ratio),BlackBerry,8.0,0.75,Removable Li-Ion 1270 mAh battery,120.0
BlackBerry,Bold 9790,2011  November,2.45 inches (~28.2% screen-to-body ratio),BlackBerry,8.0,0.75,Removable Li-Ion 1230 mAh battery (JM-1),130.0
BlackBerry,Porsche Design P'9981,2011  October,2.8 inches (~31.5% screen-to-body ratio),BlackBerry,8.0,0.75,Removable Li-Ion 1230 mAh battery,800.0
BlackBerry,Bold Touch 9900,2011  May,2.8 inches (~32.0% screen-to-body ratio),BlackBerry,8.0,0.75,Removable Li-Ion 1230 mAh battery,140.0
BlackBerry,Bold Touch 9930,2011  May,2.8 inches (~32.0% screen-to-body ratio),BlackBerry,8.0,0.75,Removable Li-Ion 1230 mAh battery,120.0
Huawei,Ascend G600,2012  August,4.5 inches (~61.7% screen-to-body ratio),Android,4.0,0.75,Removable Li-Po 1930 mAh battery,100.0
LG,Optimus L7 II Dual P715,2013  February,4.3 inches (~64.7% screen-to-body ratio),Android,4.0,0.75,Removable Li-Ion 2460 mAh battery,150.0
LG,Optimus L7 II P710,2013  February,4.3 inches (~65.0% screen-to-body ratio),Android,4.0,0.75,Removable Li-Ion 2460 mAh battery,180.0
Nokia,XL,2014  February,5.0 inches (~64.8% screen-to-body ratio),Android,4.0,0.75,Removable Li-Ion 2000 mAh battery (BN-02),100.0
Samsung,Galaxy Core II,2014  June,4.5 inches (~65.1% screen-to-body ratio),Android,4.0,0.75,Removable Li-Ion 2000 mAh battery,130.0
Samsung,Galaxy J1 4G,2015  January,4.3 inches (~59.8% screen-to-body ratio),Android,4.0,0.75,Removable Li-Ion 1850 mAh battery,120.0
HTC,Sensation XE,2011  September,4.3 inches (~61.8% screen-to-body ratio),Android,4.0,0.75,Removable Li-Ion 1730 mAh battery,140.0
LG,Splendor US730,2012  September,4.3 inches (~62.8% screen-to-body ratio),Android,4.0,0.75,Removable Li-Ion 1700 mAh battery,120.0
Samsung,Galaxy Reverb M950,2011  August,4.0 inches (~58.3% screen-to-body ratio),Android,4.0,0.75,Removable Li-Ion 1700 mAh battery,150.0
HTC,Desire XC,2013  July,4.0 inches (~61.2% screen-to-body ratio),Android,4.0,0.75,Removable Li-Ion 1650 mAh battery,180.0
HTC,Desire X,2012  August,4.0 inches (~61.7% screen-to-body ratio),Android,4.0,0.75,Removable Li-Ion 1650 mAh battery,190.0
HTC,Desire SV,2012  November,4.3 inches (~59.8% screen-to-body ratio),Android,4.0,0.75,Removable Li-Ion 1620 mAh battery,270.0
HTC,Hero S,2011  September,4.0 inches (~63.9% screen-to-body ratio),Android,4.0,0.75,Removable Li-Ion 1520 mAh battery,160.0
HTC,EVO Design 4G,2011  October,4.0 inches (~59.3% screen-to-body ratio),Android,4.0,0.75,Removable Li-Ion 1520 mAh battery,140.0
T-Mobile,myTouch 4G Slide,2011  June,3.7 inches (~48.4% screen-to-body ratio),Android,4.0,0.75,Removable Li-Ion 1520 mAh battery,350.0
Nokia,X+,2014  February,4.0 inches (~62.6% screen-to-body ratio),Android,4.0,0.75,Removable Li-Ion 1500 mAh battery (BN-01),120.0
Samsung,Z1,2015  January,4.0 inches (~59.8% screen-to-body ratio),Tizen,4.0,0.75,Removable Li-Ion 1500 mAh battery,80.0
Samsung,Galaxy S Duos 2 S7582,2013  November,4.0 inches (~59.4% screen-to-body ratio),Android,4.0,0.75,Removable Li-Ion 1500 mAh battery,130.0
Samsung,Galaxy Ace II X S7560M,2012  Q2,4.0 inches (~59.4% screen-to-body ratio),Android,4.0,0.75,Removable Li-Ion 1500 mAh battery,150.0
Samsung,Galaxy S Duos S7562,2012  July,4.0 inches (~59.4% screen-to-body ratio),Android,4.0,0.75,Removable Li-Ion 1500 mAh battery,110.0
Samsung,Galaxy Ace 2 I8160,2012  February,3.8 inches (~55.9% screen-to-body ratio),Android,4.0,0.75,Removable Li-Ion 1500 mAh battery,130.0
HTC,ThunderBolt 4G,2011  January,4.3 inches (~65.4% screen-to-body ratio),Android,4.0,0.75,Removable Li-Ion 1400 mAh battery,230.0
T-Mobile,myTouch 4G,2010  October. Released 2010  November,3.8 inches (~55.3% screen-to-body ratio),Android,4.0,0.75,Removable Li-Ion 1400 mAh battery,280.0
Samsung,Galaxy Young S6310,2013  February,3.27 inches (~49.7% screen-to-body ratio),Android,4.0,0.75,Removable Li-Ion 1300 mAh battery,90.0
HTC,Inspire 4G,2011  January,4.3 inches (~62.9% screen-to-body ratio),Android,4.0,0.75,Removable Li-Ion 1230 mAh battery,120.0
BlackBerry,Torch 9860,2011  August,3.7 inches (~52.4% screen-to-body ratio),BlackBerry,4.0,0.75,Removable Li-Ion 1230 mAh battery,130.0
BlackBerry,Torch 9850,2011  August,3.7 inches (~52.4% screen-to-body ratio),BlackBerry,4.0,0.75,Removable Li-Ion 1230 mAh battery,130.0
LG,Watch Urbane 2nd Edition LTE,2015  October,1.38 inches (~62.0% screen-to-body ratio),Android,4.0,0.75,Non-removable Li-Ion 570 mAh battery,270.0
ZTE,Quartz,2017  April,1.4 inches (~30.3% screen-to-body ratio),Android,4.0,0.75,Non-removable Li-Ion 500 mAh battery,200.0
LG,Watch Sport,2017  February,1.38 inches (~52.8% screen-to-body ratio),Android,4.0,0.75,Non-removable Li-Ion 430 mAh battery,370.0
Huawei,Watch 2 Classic,2017  February,1.2 inches (~21.1% screen-to-body ratio),Android,4.0,0.75,Non-removable Li-Ion 420 mAh battery,380.0
Huawei,Watch 2,2017  February,1.2 inches (~42.0% screen-to-body ratio),Android,4.0,0.75,Non-removable Li-Ion 420 mAh battery,330.0
Samsung,Gear S3 classic,2016  August,1.3 inches (~48.1% screen-to-body ratio),Tizen,4.0,0.75,Non-removable Li-Ion 380 mAh battery,390.0
Samsung,Gear S3 frontier,2016  August,1.3 inches (~48.1% screen-to-body ratio),Tizen,4.0,0.75,Non-removable Li-Ion 380 mAh battery,350.0
Samsung,Gear S3 frontier LTE,2016  August,1.3 inches (~48.1% screen-to-body ratio),Tizen,4.0,0.75,Non-removable Li-Ion 380 mAh battery,450.0
HTC,Rhyme CDMA,2011  September,3.7 inches (~53.9% screen-to-body ratio),Android,4.0,0.75,Non-removable Li-Ion 1600 mAh battery,120.0
HTC,Rhyme,2011  September,3.7 inches (~53.9% screen-to-body ratio),Android,4.0,0.75,Non-removable Li-Ion 1600 mAh battery,140.0
Samsung,Galaxy Rush M830,2012  August,3.5 inches (~49.5% screen-to-body ratio),Android,2.0,0.75,Removable Li-Ion 1750 mAh battery,100.0
Motorola,XT760,2012  June,4.0 inches (~57.1% screen-to-body ratio),Android,2.0,0.75,Removable Li-Ion 1650 mAh battery,150.0
HTC,Desire HD,2010  September. Released 2010  October,4.3 inches (~62.9% screen-to-body ratio),Android,1.5,0.75,Removable Li-Ion 1230 mAh battery,150.0
HTC,Incredible S,2011  February,4.0 inches (~59.3% screen-to-body ratio),Android,1.1,0.75,Removable Li-Ion 1450 mAh battery,190.0
HTC,Desire S,2011  February,3.7 inches (~56.7% screen-to-body ratio),Android,1.1,0.75,Removable Li-Ion 1450 mAh battery,100.0
HTC,DROID Incredible 2,2011  April,4.0 inches (~59.0% screen-to-body ratio),Android,1.1,0.75,Removable Li-Ion 1450 mAh battery,100.0
HTC,Sensation,2011  April. Released 2011  May,4.3 inches (~61.8% screen-to-body ratio),Android,1.0,0.75,Removable Li-Ion 1520 mAh battery,120.0
HTC,Sensation 4G,2011  April. Released 2011  June 8th,4.3 inches (~61.8% screen-to-body ratio),Android,1.0,0.75,Removable Li-Ion 1520 mAh battery,210.0
Samsung,Galaxy Tab T-Mobile T849,2010  November. Released 2010  November,7.0 inches (~60.2% screen-to-body ratio),Android,16.0,0.625,Non-removable Li-Po 4000 mAh battery,270.0
HTC,Trophy,2011  May,3.8 inches (~56.6% screen-to-body ratio),Windows Phone,16.0,0.5625,Removable Li-Ion 1300 mAh battery,90.0
HTC,HD7S,2011  March,4.3 inches (~63.4% screen-to-body ratio),Windows Phone,16.0,0.5625,Removable Li-Ion 1230 mAh battery,120.0
HTC,7 Trophy,2010  October. Released 2010  October,3.8 inches (~56.4% screen-to-body ratio),Windows Phone,8.0,0.5625,Removable Li-Ion 1300 mAh battery,90.0
HTC,7 Pro,2010  October,3.6 inches (~53.2% screen-to-body ratio),Windows Phone,8.0,0.5625,Removable Li-Ion 1230 mAh battery,190.0
HTC,Desire,2010  February. Released 2010  March,3.7 inches (~54.6% screen-to-body ratio),Android,0.5,0.5625,Removable Li-Ion 1400 mAh battery,140.0
Apple,iPad 2 CDMA,2011  March. Released 2011  March,9.7 inches (~65.1% screen-to-body ratio),iOS,32.0,0.5,Non-removable Li-Po 6930 mAh battery (25 Wh),200.0
Apple,iPad 2 Wi-Fi + 3G,2011  March. Released 2011  March,9.7 inches (~65.1% screen-to-body ratio),iOS,32.0,0.5,Non-removable Li-Po 6930 mAh battery (25 Wh),370.0
Apple,iPad 2 Wi-Fi,2011  March. Released 2011  March,9.7 inches (~65.1% screen-to-body ratio),iOS,32.0,0.5,Non-removable Li-Po 6930 mAh battery (25 Wh),200.0
Apple,iPad mini Wi-Fi,2012  October. Released 2012  November,7.9 inches (~71.7% screen-to-body ratio),iOS,32.0,0.5,Non-removable Li-Po 4490 mAh battery (16.7 Wh),200.0
Apple,iPad mini Wi-Fi + Cellular,2012  October. Released 2012  November,7.9 inches (~71.7% screen-to-body ratio),iOS,32.0,0.5,Non-removable Li-Po 4490 mAh battery (16.7 Wh),300.0
Apple,iPhone 4s,2011  October,3.5 inches (~54.0% screen-to-body ratio),iOS,32.0,0.5,Non-removable Li-Po 1432 mAh battery (5.3 Wh),190.0
Sharp,SH530U,2012  October,5.0 inches (~60.0% screen-to-body ratio),Android,21.0,0.5,Removable Li-Ion 1950 mAh battery,320.0
Motorola,DROID BIONIC XT865,2011  January,4.3 inches (~60.5% screen-to-body ratio),Android,16.0,0.5,Removable Li-Ion 1930 mAh battery,250.0
Motorola,DROID BIONIC XT875,2011  January,4.3 inches (~59.8% screen-to-body ratio),Android,16.0,0.5,Removable Li-Ion 1735 mAh battery,210.0
Samsung,Focus S I937,2011  September,4.3 inches (~62.5% screen-to-body ratio),Windows Phone,16.0,0.5,Removable Li-Ion 1650 mAh battery,130.0
HTC,Titan,2011  August,4.7 inches (~67.6% screen-to-body ratio),Windows Phone,16.0,0.5,Removable Li-Ion 1600 mAh battery,140.0
Motorola,DROID 3,2011  July,4.0 inches (~55.6% screen-to-body ratio),Android,16.0,0.5,Removable Li-Ion 1540 mAh battery,200.0
Dell,Streak,2010  May. Released 2010  June,5.0 inches (~58.8% screen-to-body ratio),Android,16.0,0.5,Removable Li-Ion 1530 mAh battery,190.0
Samsung,Google Nexus S I9020A,2011  March. Released 2011  April,4.0 inches (~58.3% screen-to-body ratio),Android,16.0,0.5,Removable Li-Ion 1500 mAh battery,270.0
Samsung,Google Nexus S 4G,2011  March,4.0 inches (~58.3% screen-to-body ratio),Android,16.0,0.5,Removable Li-Ion 1500 mAh battery,150.0
Motorola,Milestone XT883,2011  June,4.0 inches (~55.8% screen-to-body ratio),Android,16.0,0.5,Removable Li-Ion 1500 mAh battery,230.0
LG,Quantum,2010  October. Released 2010  November,3.5 inches (~49.0% screen-to-body ratio),Windows Phone,16.0,0.5,Removable Li-Ion 1500 mAh battery,80.0
LG,E900 Optimus 7,2010  October. Released 2010  November,3.8 inches (~55.0% screen-to-body ratio),Windows Phone,16.0,0.5,Removable Li-Ion 1500 mAh battery,120.0
Samsung,i897 Captivate,2010  June. Released 2010  July,4.0 inches (~58.0% screen-to-body ratio),Android,16.0,0.5,Removable Li-Ion 1500 mAh battery,170.0
Samsung,Vibrant,2010  June. Released 2010  August,4.0 inches (~57.7% screen-to-body ratio),Android,16.0,0.5,Removable Li-Ion 1500 mAh battery,150.0
Samsung,Google Nexus S,2010  December. Released 2010  December,4.0 inches (~58.3% screen-to-body ratio),Android,16.0,0.5,Removable Li-Ion 1500 mAh battery,170.0
Nokia,800c,2012  March,3.7 inches (~54.7% screen-to-body ratio),Windows Phone,16.0,0.5,Removable Li-Ion 1450 mAh battery (BV-5JW),170.0
Apple,iPhone 4 CDMA,2011  January,3.5 inches (~54.0% screen-to-body ratio),iOS,16.0,0.5,Non-removable Li-Po 1420 mAh battery,150.0
Lenovo,IdeaPad A1,2011  November,7.0 inches (~56.6% screen-to-body ratio),Android,16.0,0.5,Non-removable Li-Ion battery,170.0
Samsung,P1000 Galaxy Tab,2010  September. Released 2010  October,7.0 inches (~60.2% screen-to-body ratio),Android,16.0,0.5,Non-removable Li-Ion 4000 mAh battery,150.0
Nokia,Lumia 900 AT&T,2012  January,4.3 inches (~60.1% screen-to-body ratio),Windows Phone,16.0,0.5,Non-removable Li-Ion 1830 mAh battery (BP-6EW),160.0
Nokia,Lumia 900,2012  February,4.3 inches (~60.1% screen-to-body ratio),Windows Phone,16.0,0.5,Non-removable Li-Ion 1830 mAh battery (BP-6EW),160.0
Nokia,Lumia 800,2011  October,3.7 inches (~54.7% screen-to-body ratio),Windows Phone,16.0,0.5,Non-removable Li-Ion 1450 mAh battery (BV-5JW),140.0
Acer,Iconia Smart,2011  February,4.8 inches (~62.5% screen-to-body ratio),Android,8.0,0.5,Removable Li-Po 1500 mAh battery,220.0
Motorola,DROID 2 Global,2010  November. Released 2010  November,3.7 inches (~53.6% screen-to-body ratio),Android,8.0,0.5,Removable Li-Po 1420 mAh battery,200.0
Motorola,MILESTONE 2,2010  September. Released 2010  October,3.7 inches (~53.6% screen-to-body ratio),Android,8.0,0.5,Removable Li-Po 1400 mAh battery (BP6X),170.0
Motorola,MILESTONE 2 ME722,2010  December,3.7 inches (~53.6% screen-to-body ratio),Android,8.0,0.5,Removable Li-Po 1390 mAh battery,110.0
Huawei,IDEOS S7 Slim,2011  February,7.0 inches (~63.7% screen-to-body ratio),Android,8.0,0.5,Removable Li-Ion 3250 mAh battery,160.0
Gigabyte,GSmart Classic Lite,2015  October,5.0 inches (~66.0% screen-to-body ratio),Android,8.0,0.5,Removable Li-Ion 2100 mAh battery,80.0
Motorola,MOTO XT882,2011  May,4.0 inches (~57.8% screen-to-body ratio),Android,8.0,0.5,Removable Li-Ion 1880 mAh battery,230.0
Nokia,Lumia 630 Dual SIM,2014  April,4.5 inches (~62.9% screen-to-body ratio),Windows Phone,8.0,0.5,Removable Li-Ion 1830 mAh battery (BL-5H),140.0
Nokia,Lumia 630,2014  April,4.5 inches (~62.9% screen-to-body ratio),Windows Phone,8.0,0.5,Removable Li-Ion 1830 mAh battery (BL-5H),110.0
Nokia,Lumia 635,2014  April,4.5 inches (~62.9% screen-to-body ratio),Windows Phone,8.0,0.5,Removable Li-Ion 1830 mAh battery (BL-5H),110.0
Huawei,Ascend W2,2013  November,4.3 inches (~58.6% screen-to-body ratio),Windows Phone,8.0,0.5,Removable Li-Ion 1700 mAh battery,150.0
Gigabyte,GSmart Essence,2015  October,4.5 inches (~62.2% screen-to-body ratio),Android,8.0,0.5,Removable Li-Ion 1600 mAh battery,70.0
Motorola,DROID X2,2011  May,4.3 inches (~61.0% screen-to-body ratio),Android,8.0,0.5,Removable Li-Ion 1540 mAh battery,230.0
Motorola,MILESTONE 3 XT860,2011  August,4.0 inches (~55.8% screen-to-body ratio),Android,8.0,0.5,Removable Li-Ion 1540 mAh battery,180.0
LG,Esteem MS910,2011  September,4.3 inches (~61.4% screen-to-body ratio),Android,8.0,0.5,Removable Li-Ion 1500 mAh battery,150.0
Samsung,Focus Flash I677,2011  September,3.7 inches (~57.2% screen-to-body ratio),Windows Phone,8.0,0.5,Removable Li-Ion 1500 mAh battery,80.0
Samsung,Omnia W I8350,2011  September,3.7 inches (~57.3% screen-to-body ratio),Windows Phone,8.0,0.5,Removable Li-Ion 1500 mAh battery,150.0
Micromax,A85,2011  Q3,3.8 inches (~57.6% screen-to-body ratio),Android,8.0,0.5,Removable Li-Ion 1500 mAh battery,270.0
LG,Thrill 4G P925,2011  March. Released  2011  August,4.3 inches (~60.1% screen-to-body ratio),Android,8.0,0.5,Removable Li-Ion 1500 mAh battery,230.0
T-Mobile,G2x,2011  March,4.0 inches (~57.6% screen-to-body ratio),Android,8.0,0.5,Removable Li-Ion 1500 mAh battery,350.0
LG,Optimus 3D P920,2011  January,4.3 inches (~60.1% screen-to-body ratio),Android,8.0,0.5,Removable Li-Ion 1500 mAh battery,190.0
Samsung,Focus,2010  October. Released 2010  November,4.0 inches (~56.8% screen-to-body ratio),Windows Phone,8.0,0.5,Removable Li-Ion 1500 mAh battery,90.0
LG,Optimus 2X SU660,2010  December,4.0 inches (~58.2% screen-to-body ratio),Android,8.0,0.5,Removable Li-Ion 1500 mAh battery,150.0
LG,Optimus 2X,2010  December,4.0 inches (~58.2% screen-to-body ratio),Android,8.0,0.5,Removable Li-Ion 1500 mAh battery,150.0
Nokia,Lumia 520,2013  February,4.0 inches (~59.3% screen-to-body ratio),Windows Phone,8.0,0.5,Removable Li-Ion 1430 mAh battery (BL-5J),70.0
Sony,Xperia U,2012  February,3.5 inches (~55.8% screen-to-body ratio),Android,8.0,0.5,Removable Li-Ion 1320 mAh battery,140.0
Nokia,Lumia 710,2011  October,3.7 inches (~52.5% screen-to-body ratio),Windows Phone,8.0,0.5,Removable Li-Ion 1300 mAh battery (BP-3L),100.0
Nokia,Lumia 710 T-Mobile,2011  December,3.7 inches (~52.5% screen-to-body ratio),Windows Phone,8.0,0.5,Removable Li-Ion 1300 mAh battery (BP-3L),130.0
Nokia,701,2011  August,3.5 inches (~50.7% screen-to-body ratio),Symbian,8.0,0.5,Removable Li-Ion 1300 mAh battery (BL-5K),150.0
Nokia,Lumia 620,2012  December,3.8 inches (~58.3% screen-to-body ratio),Windows Phone,8.0,0.5,Removable Li-Ion 1300 mAh battery (BL-4J),120.0
HTC,7 Mozart,2010  October. Released 2010  October,3.7 inches (~54.4% screen-to-body ratio),Windows Phone,8.0,0.5,Removable Li-Ion 1300 mAh battery,130.0
HTC,HD7,2010  October. Released 2010  October,4.3 inches (~63.4% screen-to-body ratio),Windows Phone,8.0,0.5,Removable Li-Ion 1230 mAh battery,120.0
Prestigio,MultiPad 7.0 Ultra +,2013,7.0 inches (~62.6% screen-to-body ratio),Android,8.0,0.5,Non-removable Li-Po 3200 mAh battery,70.0
Lava,Iris Fuel F2,2016  March,5.0 inches (~66.7% screen-to-body ratio),Android,8.0,0.5,Non-removable Li-Po 3000 mAh battery,60.0
Allview,City Life,2013  October,7.0 inches (~58.7% screen-to-body ratio),Android,8.0,0.5,Non-removable Li-Po 3000 mAh battery,70.0
Allview,City+,2013  August,7.0 inches (~58.7% screen-to-body ratio),Android,8.0,0.5,Non-removable Li-Po 3000 mAh battery,80.0
Amazon,Kindle Fire,2011  September,7.0 inches (~60.5% screen-to-body ratio),Android,8.0,0.5,Non-removable Li-Ion 4400 mAh battery,120.0
Nokia,Lumia 625,2013  July,4.7 inches (~65.2% screen-to-body ratio),Windows Phone,8.0,0.5,Non-removable Li-Ion 2000 mAh battery (BP-4GWA),160.0
Nokia,Lumia 720,2013  February,4.3 inches (~61.0% screen-to-body ratio),Windows Phone,8.0,0.5,Non-removable Li-Ion 2000 mAh battery (BP-4GW),200.0
HTC,Radar,2011  September,3.8 inches (~55.5% screen-to-body ratio),Windows Phone,8.0,0.5,Non-removable Li-Ion 1520 mAh battery,140.0
Sony,Xperia sola,2012  March,3.7 inches (~55.1% screen-to-body ratio),Android,8.0,0.5,Non-removable Li-Ion 1320 mAh battery,120.0
Sony,Xperia go,2012  May,3.5 inches (~54.5% screen-to-body ratio),Android,8.0,0.5,Non-removable Li-Ion 1305 mAh battery,160.0
Motorola,DROID X,2010  May. Released 2010  July,4.3 inches (~61.0% screen-to-body ratio),Android,6.5,0.5,Removable Li-Po 1540 mAh battery,150.0
XOLO,A1010,2015  March,5.0 inches (~66.6% screen-to-body ratio),Android,4.0,0.5,Removable Li-Po 2500 mAh battery,80.0
Prestigio,MultiPhone 4055 Duo,2013,4.0 inches (~55.9% screen-to-body ratio),Android,4.0,0.5,Removable Li-Po 2500 mAh battery,120.0
Lenovo,A3900,2015  May,5.0 inches (~67.2% screen-to-body ratio),Android,4.0,0.5,Removable Li-Po 2300 mAh battery,70.0
Prestigio,MultiPhone 5000 Duo,2013,5.0 inches (~60.7% screen-to-body ratio),Android,4.0,0.5,Removable Li-Po 2200 mAh battery,150.0
Lava,Iris 506Q,2013  September,5.0 inches (~66.0% screen-to-body ratio),Android,4.0,0.5,Removable Li-Po 2000 mAh battery,110.0
Lenovo,A516,2013  Q3,4.5 inches (~63.4% screen-to-body ratio),Android,4.0,0.5,Removable Li-Po 2000 mAh battery,110.0
Lava,Iris 505,2013  August,5.0 inches (~61.4% screen-to-body ratio),Android,4.0,0.5,Removable Li-Po 2000 mAh battery,100.0
XOLO,A600,2013  October,4.5 inches (~61.3% screen-to-body ratio),Android,4.0,0.5,Removable Li-Po 1900 mAh battery,80.0
Huawei,M886 Mercury,2011  December,4.0 inches (~59.2% screen-to-body ratio),Android,4.0,0.5,Removable Li-Po 1900 mAh battery,110.0
Prestigio,MultiPhone 4505 Duo,2013,4.5 inches (~65.0% screen-to-body ratio),Android,4.0,0.5,Removable Li-Po 1800 mAh battery,120.0
Huawei,Y360,2015  March,4.0 inches (~56.4% screen-to-body ratio),Android,4.0,0.5,Removable Li-Po 1730 mAh battery,90.0
Lenovo,Vibe A,2016  July,4.0 inches (~57.2% screen-to-body ratio),Android,4.0,0.5,Removable Li-Po 1700 mAh battery,50.0
LG,Optimus L3 II Dual E435,2013  February,3.2 inches (~50.3% screen-to-body ratio),Android,4.0,0.5,Removable Li-Po 1540 mAh battery,90.0
LG,Optimus L3 II E430,2013  February,3.2 inches (~50.6% screen-to-body ratio),Android,4.0,0.5,Removable Li-Po 1540 mAh battery,90.0
Lenovo,A369i,2013  Q3,4.0 inches (~57.4% screen-to-body ratio),Android,4.0,0.5,Removable Li-Po 1500 mAh battery,70.0
Prestigio,MultiPhone 4300 Duo,2013,4.3 inches (~60.5% screen-to-body ratio),Android,4.0,0.5,Removable Li-Po 1500 mAh battery,110.0
Lava,Iris 405+,2013  December,4.0 inches (~56.9% screen-to-body ratio),Android,4.0,0.5,Removable Li-Po 1400 mAh battery,70.0
Allview,E2 Living,2014  May,4.0 inches (~59.0% screen-to-body ratio),Android,4.0,0.5,Removable Li-Po 1350 mAh battery,90.0
HTC,Desire 210 dual sim,2014  April,4.0 inches (~55.7% screen-to-body ratio),Android,4.0,0.5,Removable Li-Po 1300 mAh battery,100.0
Acer,Liquid Z110,2012  October,3.5 inches (~53.9% screen-to-body ratio),Android,4.0,0.5,Removable Li-Po 1300 mAh battery,100.0
Huawei,U8687 Cronos,2013  November,3.5 inches (~50.2% screen-to-body ratio),Android,4.0,0.5,Removable Li-Ion battery,50.0
Vodafone,Smart Mini,2013  June,3.5 inches (~50.9% screen-to-body ratio),Android,4.0,0.5,Removable Li-Ion battery,50.0
Motorola,ME632,2011  October,3.1 inches (~40.2% screen-to-body ratio),Android,4.0,0.5,Removable Li-Ion battery,90.0
Lenovo,A630,2013  September,4.5 inches (~64.5% screen-to-body ratio),Android,4.0,0.5,Removable Li-Ion 2500 mAh battery,80.0
alcatel,One Touch Scribe Easy,2013  February,5.0 inches (~63.5% screen-to-body ratio),Android,4.0,0.5,Removable Li-Ion 2500 mAh battery,170.0
Lenovo,P700i,2012,4.0 inches (~56.1% screen-to-body ratio),Android,4.0,0.5,Removable Li-Ion 2500 mAh battery,140.0
Spice,Mi-500 Stellar Horizon,2012  September,5.0 inches (~64.3% screen-to-body ratio),Android,4.0,0.5,Removable Li-Ion 2400 mAh battery,180.0
Lenovo,S880,2012  August,5.0 inches (~64.2% screen-to-body ratio),Android,4.0,0.5,Removable Li-Ion 2250 mAh battery,280.0
Gionee,Gpad G3,2013,5.5 inches (~66.5% screen-to-body ratio),Android,4.0,0.5,Removable Li-Ion 2250 mAh battery,110.0
BLU,Studio 5.3 II,2013  February. Released 2013  February,5.3 inches (~67.0% screen-to-body ratio),Android,4.0,0.5,Removable Li-Ion 2200 mAh battery,160.0
HTC,Desire 320,2015  January,4.5 inches (~62.4% screen-to-body ratio),Android,4.0,0.5,Removable Li-Ion 2100 mAh battery,80.0
Micromax,A089 Bolt,2014  May,4.0 inches (~34.3% screen-to-body ratio),Android,4.0,0.5,Removable Li-Ion 2100 mAh battery,60.0
Huawei,Ascend Y600,2014  March,5.0 inches (~64.0% screen-to-body ratio),Android,4.0,0.5,Removable Li-Ion 2100 mAh battery,100.0
BLU,Studio 5.0 E,2014  January,5.0 inches (~63.8% screen-to-body ratio),Android,4.0,0.5,Removable Li-Ion 2100 mAh battery,70.0
Micromax,A111 Canvas Doodle,2013  May,5.3 inches (~68.8% screen-to-body ratio),Android,4.0,0.5,Removable Li-Ion 2100 mAh battery,190.0
Micromax,A101,2012  December,5.0 inches (~60.9% screen-to-body ratio),Android,4.0,0.5,Removable Li-Ion 2100 mAh battery,140.0
Gionee,Gpad G1,2013,5.0 inches (~63.8% screen-to-body ratio),Android,4.0,0.5,Removable Li-Ion 2100 mAh battery,100.0
BLU,Studio G,2015  January,5.0 inches (~65.8% screen-to-body ratio),Android,4.0,0.5,Removable Li-Ion 2000 mAh battery,80.0
